"datetime","date","account_type","category","type","asset_class","name","symbol","shares","price","amount","fee","tax","currency","original_amount","original_currency","fx_rate","description","transaction_id","counterparty_name","counterparty_iban","payment_reference","mcc_code"
"2021-07-15T21:37:35.366749Z","2021-07-15","DEFAULT","CASH","DIVIDEND","STOCK","NVIDIA","US67066G1040","26.8001220000","","0.240000","","-0.06","EUR","0.28","USD","0.855395","Cash Dividend for ISIN US67066G1040","164bcea3-c678-48e2-a05f-8e87d5578a8b","","","",""
"2021-07-17T19:32:01.906630Z","2021-07-17","DEFAULT","CASH","CARD_TRANSACTION","","MCDONALDS 01271","","","","-7.690000","","","EUR","","","","TR Card Transaction","a55654bd-a52d-4fcf-970a-bb3e8179beb9","","","","5814"
"2021-07-18T06:14:16.637894Z","2021-07-18","DEFAULT","CASH","CARD_TRANSACTION","","DM-Drogerie Markt","","","","-20.130000","","","EUR","","","","TR Card Transaction","919d173d-14d7-4a1e-ba70-3c9660804975","","","","5912"
"2021-07-20T06:32:42.884247Z","2021-07-20","DEFAULT","CASH","CARD_TRANSACTION","","Spotify","","","","-10.990000","","","EUR","","","","TR Card Transaction","382713b4-3a0c-4bb4-88b9-f553e150b3cb","","","","5815"
"2021-07-21T14:40:20.903339Z","2021-07-21","DEFAULT","CASH","CARD_TRANSACTION","","Zalando SE","","","","-24.470000","","","EUR","","","","TR Card Transaction","330c2e87-88e4-49ed-ad3c-ea9e5d3eb8ad","","","","5691"
"2021-07-22T07:51:54.841339Z","2021-07-22","DEFAULT","CASH","CARD_TRANSACTION","","Kino Darmstadt","","","","-12.830000","","","EUR","","","","TR Card Transaction","07151271-9d7c-47c2-ae8f-8cf9e312a705","","","","7832"
"2021-07-23T14:58:26.424252Z","2021-07-23","DEFAULT","CASH","CARD_TRANSACTION","","Zalando SE","","","","-89.820000","","","EUR","","","","TR Card Transaction","e7a66f7d-477e-41e1-b717-9e82ea7a9639","","","","5691"
"2021-07-26T11:53:42.919071Z","2021-07-26","DEFAULT","CASH","CARD_TRANSACTION","","Kino Darmstadt","","","","-10.500000","","","EUR","","","","TR Card Transaction","76189d6a-bae8-4e95-85fa-a975c1d3598e","","","","7832"
"2021-07-29T15:29:54.123502Z","2021-07-29","DEFAULT","CASH","CARD_TRANSACTION","","Amazon.de","","","","-26.760000","","","EUR","","","","TR Card Transaction","f9834727-19c5-4029-809f-8e4ea9966c99","","","","5942"
"2021-07-30T18:33:19.433174Z","2021-07-30","DEFAULT","CASH","CARD_TRANSACTION","","MCDONALDS 01271","","","","-10.000000","","","EUR","","","","TR Card Transaction","b477573b-822a-470a-a6ee-b738cee6d1d8","","","","5814"
"2021-07-31T11:49:05.511265Z","2021-07-31","DEFAULT","CASH","CARD_TRANSACTION","","MCDONALDS 01271","","","","-8.430000","","","EUR","","","","TR Card Transaction","d4327063-2b8f-43ae-bdd5-f49292392f60","","","","5814"
"2021-07-31T20:09:20.904285Z","2021-07-31","DEFAULT","CASH","TRANSFER_INSTANT_INBOUND","","","","","","50.000000","","","EUR","","","","Incoming transfer from Max Mustermann","961e5675-b184-4524-9348-1bb6473ee77b","","","",""
"2021-08-01T06:28:17.219553Z","2021-08-01","DEFAULT","CASH","CUSTOMER_INPAYMENT","","","","","","300.000000","","","EUR","","","","Direct Debit Top up with DE89370400440532013000","ced87b14-cec4-4e70-9ff1-f931f0187e1a","","","",""
"2021-08-02T08:08:39.454779Z","2021-08-02","DEFAULT","TRADING","BUY","FUND","FTSE All-World USD (Dist)","IE00B3RBWM25","0.6884120000","72.6309","-50.00","","","EUR","","","","Savings plan execution IE00B3RBWM25 Vanguard FTSE All-World UCITS ETF (USD) Distributing, quantity: 0.688412","7e0f6103-c94c-415d-b072-58048c23119a","","","",""
"2021-08-02T12:01:43.004324Z","2021-08-02","DEFAULT","CASH","TRANSFER_INSTANT_INBOUND","","","","","","450.000000","","","EUR","","","","Incoming transfer from Max Mustermann","793b01a6-9245-4239-b85a-edbd4204d92c","","","",""
"2021-08-02T12:46:23.996219Z","2021-08-02","DEFAULT","TRADING","BUY","CRYPTO","Bitcoin","BTC","0.0013200000","18937.9542","-25.00","","","EUR","","","","Savings plan execution XF000BTC0017 Bitcoin, quantity: 0.001320","9a27ed93-706e-433e-979d-b1aef5634d8c","","","",""
"2021-08-02T13:14:44.919585Z","2021-08-02","DEFAULT","TRADING","BUY","CRYPTO","Bitcoin","BTC","0.0264020000","18937.9542","-500.00","-1.00","","EUR","","","","Buy trade XF000BTC0017 Bitcoin, quantity: 0.026402","2b89c921-13d3-412e-92ff-e87776054d30","","","",""
"2021-08-02T18:00:02.559711Z","2021-08-02","DEFAULT","TRADING","BUY","STOCK","Microsoft","US5949181045","0.1118320000","223.5498","-25.00","","","EUR","","","","Savings plan execution US5949181045 MICROSOFT  DL-,00000625, quantity: 0.111832","fd6081df-fdbe-417b-8fb4-a679dc76bbc7","","","",""
"2021-08-02T19:25:27.500590Z","2021-08-02","DEFAULT","TRADING","BUY","STOCK","Apple","US0378331005","0.3950670000","63.2805","-25.00","","","EUR","","","","Savings plan execution US0378331005 APPLE INC., quantity: 0.395067","ce01b81c-6e89-4b63-9502-041d8744188f","","","",""
"2021-08-02T21:50:48.817629Z","2021-08-02","DEFAULT","TRADING","BUY","FUND","Core MSCI World USD (Acc)","IE00B4L5Y983","2.5675430000","38.9477","-100.00","","","EUR","","","","Savings plan execution IE00B4L5Y983 iShares III plc - iShares Core MSCI World UCITS ETF USD (Acc), quantity: 2.567543","93463f09-c11b-4a85-8473-e1ba45665da2","","","",""
"2021-08-05T06:37:32.177193Z","2021-08-05","DEFAULT","CASH","CARD_TRANSACTION","","DM-Drogerie Markt","","","","-7.910000","","","EUR","","","","TR Card Transaction","a7f39f39-643f-42ec-a53b-52085fed239e","","","","5912"
"2021-08-05T18:01:14.235217Z","2021-08-05","DEFAULT","CASH","CARD_TRANSACTION","","MCDONALDS 01271","","","","-6.650000","","","EUR","","","","TR Card Transaction","58cc247f-8006-4317-b115-78a03de3e66f","","","","5814"
"2021-08-06T07:42:06.685315Z","2021-08-06","DEFAULT","CASH","CARD_TRANSACTION","","Apotheke am Markt","","","","-17.090000","","","EUR","","","","TR Card Transaction","dda763f1-9732-4ea2-9a86-d9e81f1ad3d2","","","","5912"
"2021-08-06T09:26:28.398724Z","2021-08-06","DEFAULT","CASH","CARD_TRANSACTION","","REWE Darmstadt","","","","-5.030000","","","EUR","","","","TR Card Transaction","845d8ed6-2525-4a12-b32b-5a923d1c1f53","","","","5411"
"2021-08-10T12:49:16.871889Z","2021-08-10","DEFAULT","CASH","CARD_TRANSACTION","","Netto Marken-Discount","","","","-13.450000","","","EUR","","","","TR Card Transaction","a34ab9ab-72d7-4496-9a4d-e323803d9cfc","","","","5411"
"2021-08-12T09:53:36.701520Z","2021-08-12","DEFAULT","TRADING","SELL","FUND","Core S&P 500 USD (Acc)","IE00B5BMR087","-0.2640190000","412.0675","108.79","-1.00","-5.62","EUR","","","","Sell trade IE00B5BMR087 iShares VII plc - iShares Core S&P 500 UCITS ETF USD (Acc), quantity: 0.264019","578f7a9b-1b33-43e0-8c3d-2e84a0409205","","","",""
"2021-08-13T20:18:16.486830Z","2021-08-13","DEFAULT","CASH","CARD_TRANSACTION","","Pizzeria Da Mario","","","","-26.820000","","","EUR","","","","TR Card Transaction","610047ef-f460-4eee-a4c8-d7ddba6156f9","","","","5812"
"2021-08-15T09:06:54.795034Z","2021-08-15","DEFAULT","CASH","DIVIDEND","STOCK","Apple","US0378331005","7.8542160000","","1.690000","","-0.45","EUR","2.00","USD","0.842538","Cash Dividend for ISIN US0378331005","3ba294ec-959e-496c-aa26-1fdb8827714f","","","",""
"2021-08-15T11:21:22.937980Z","2021-08-15","DEFAULT","CASH","TRANSFER_INBOUND","","","","","","100.000000","","","EUR","","","","Incoming transfer from Max Mustermann (DE02100500000024290661)","48f9b086-b60c-4d86-bf96-87698a0832aa","","","",""
"2021-08-16T14:53:24.723415Z","2021-08-16","DEFAULT","CASH","CARD_TRANSACTION","","Spotify","","","","-10.990000","","","EUR","","","","TR Card Transaction","1935c4c0-09b4-46cf-a773-42b03fda0d0d","","","","5815"
"2021-08-16T16:11:07.420245Z","2021-08-16","DEFAULT","CASH","CARD_TRANSACTION","","Lidl sagt Danke","","","","-14.920000","","","EUR","","","","TR Card Transaction","c1fb13c2-ba49-4838-80ca-875bdd51d6b9","","","","5411"
"2021-08-19T10:30:58.511833Z","2021-08-19","DEFAULT","CASH","CARD_TRANSACTION","","Amazon.de","","","","-52.020000","","","EUR","","","","TR Card Transaction","623779b2-e7b1-4910-a5b5-3a07fdc15072","","","","5942"
"2021-08-20T13:42:55.354733Z","2021-08-20","DEFAULT","CASH","CARD_TRANSACTION","","Kino Darmstadt","","","","-12.840000","","","EUR","","","","TR Card Transaction","50feb46c-885a-4801-a30c-47b730014332","","","","7832"
"2021-08-21T13:30:22.695951Z","2021-08-21","DEFAULT","CASH","CARD_TRANSACTION","","Netflix.com","","","","-13.990000","","","EUR","","","","TR Card Transaction","052f5715-7b49-487f-8477-9a32753e9c7e","","","","4899"
"2021-08-30T07:52:14.885331Z","2021-08-30","DEFAULT","CASH","CARD_TRANSACTION","","HEAG mobilo GmbH","","","","-4.420000","","","EUR","","","","TR Card Transaction","4af4f249-a294-4d2d-823c-40454614c557","","","","4111"
"2021-09-01T06:21:22.870196Z","2021-09-01","DEFAULT","CASH","CUSTOMER_INPAYMENT","","","","","","300.000000","","","EUR","","","","Direct Debit Top up with DE89370400440532013000","56596cea-bd34-41f8-aab2-518632062b79","","","",""
"2021-09-02T11:31:08.861760Z","2021-09-02","DEFAULT","TRADING","BUY","FUND","Core MSCI World USD (Acc)","IE00B4L5Y983","2.4506810000","40.8050","-100.00","","","EUR","","","","Savings plan execution IE00B4L5Y983 iShares III plc - iShares Core MSCI World UCITS ETF USD (Acc), quantity: 2.450681","c47f06a1-b0af-4ae1-bdbe-f0a796feb63a","","","",""
"2021-09-02T12:12:07.975402Z","2021-09-02","DEFAULT","TRADING","BUY","STOCK","Apple","US0378331005","0.4048990000","61.7438","-25.00","","","EUR","","","","Savings plan execution US0378331005 APPLE INC., quantity: 0.404899","b115769b-c1da-46e1-aad0-92bfc86caf7e","","","",""
"2021-09-02T12:45:21.113000Z","2021-09-02","DEFAULT","TRADING","BUY","CRYPTO","Bitcoin","BTC","0.0011270000","22174.5895","-24.99","","","EUR","","","","Savings plan execution XF000BTC0017 Bitcoin, quantity: 0.001127","e6fa2836-ab57-4f7a-9f9e-e5a5b502d0c3","","","",""
"2021-09-02T18:13:29.864607Z","2021-09-02","DEFAULT","TRADING","BUY","STOCK","Microsoft","US5949181045","0.1014780000","246.3599","-25.00","","","EUR","","","","Savings plan execution US5949181045 MICROSOFT  DL-,00000625, quantity: 0.101478","58a63bf9-24fb-4274-a51e-f66ae5cdeac4","","","",""
"2021-09-02T19:06:16.640524Z","2021-09-02","DEFAULT","TRADING","BUY","FUND","FTSE All-World USD (Dist)","IE00B3RBWM25","0.7294730000","68.5426","-50.00","","","EUR","","","","Savings plan execution IE00B3RBWM25 Vanguard FTSE All-World UCITS ETF (USD) Distributing, quantity: 0.729473","e74ef4d6-5446-45ce-8b1d-44357d3f12ac","","","",""
"2021-09-02T20:29:42.617942Z","2021-09-02","DEFAULT","CASH","CARD_TRANSACTION","","MediaMarkt","","","","-37.800000","","","EUR","","","","TR Card Transaction","3596f290-695b-452b-9785-384393530dc9","","","","5732"
"2021-09-07T16:18:28.843890Z","2021-09-07","DEFAULT","CASH","CARD_TRANSACTION","","Starbucks Darmstadt","","","","-5.370000","","","EUR","","","","TR Card Transaction","a704999a-a0ba-488e-ab68-98b4a4f6ac15","","","","5814"
"2021-09-08T10:45:41.186450Z","2021-09-08","DEFAULT","CASH","CARD_TRANSACTION","","DB Vertrieb GmbH","","","","-44.020000","","","EUR","","","","TR Card Transaction","d96ac3b3-4ee0-4635-843b-25cfde46e75c","","","","4112"
"2021-09-08T12:12:13.654487Z","2021-09-08","DEFAULT","CASH","CARD_TRANSACTION","","Apotheke am Markt","","","","-22.070000","","","EUR","","","","TR Card Transaction","c5deede2-0e47-4c19-a97b-0692d9f62238","","","","5912"
"2021-09-13T10:53:03.724141Z","2021-09-13","DEFAULT","CASH","CARD_TRANSACTION","","DB Vertrieb GmbH","","","","-43.850000","","","EUR","","","","TR Card Transaction","952b1b61-ffd2-446f-83df-f9a66b3a450f","","","","4112"
"2021-09-14T15:44:42.049261Z","2021-09-14","DEFAULT","CASH","CARD_TRANSACTION","","Apotheke am Markt","","","","-22.160000","","","EUR","","","","TR Card Transaction","0b01841a-bfa0-46a2-a584-cd4bcb246398","","","","5912"
"2021-09-14T18:15:32.822405Z","2021-09-14","DEFAULT","CASH","TRANSFER_INSTANT_INBOUND","","","","","","50.000000","","","EUR","","","","Incoming transfer from Max Mustermann","a5e64827-c8cd-40db-b744-dbe9244fa836","","","",""
"2021-09-15T06:47:16.212952Z","2021-09-15","DEFAULT","CASH","DIVIDEND","STOCK","Microsoft","US5949181045","5.2788300000","","3.540000","","-0.93","EUR","4.20","USD","0.843351","Cash Dividend for ISIN US5949181045","b718f92c-e81c-4280-a795-8e1f69357fb7","","","",""
"2021-09-15T12:18:28.186044Z","2021-09-15","DEFAULT","CASH","CARD_TRANSACTION","","MCDONALDS 01271","","","","-12.760000","","","EUR","","","","TR Card Transaction","a8182ca5-c048-4693-a2de-29991b4bd689","","","","5814"
"2021-09-15T17:48:37.573167Z","2021-09-15","DEFAULT","CASH","DIVIDEND","FUND","FTSE All-World USD (Dist)","IE00B3RBWM25","11.0721130000","","4.460000","","-1.18","EUR","5.28","USD","0.844984","Cash Dividend for ISIN IE00B3RBWM25","b3c22d2e-306b-4010-8005-7f54def474bf","","","",""
"2021-09-15T20:53:14.955762Z","2021-09-15","DEFAULT","CASH","DIVIDEND","STOCK","Alphabet (A)","US02079K3059","2.9630650000","","0.530000","","-0.14","EUR","0.63","USD","0.844719","Cash Dividend for ISIN US02079K3059","12a64608-2619-4540-b9d7-0c353ad157e0","","","",""
"2021-09-17T10:02:09.973737Z","2021-09-17","DEFAULT","CASH","CARD_TRANSACTION","","REWE Darmstadt","","","","-16.880000","","","EUR","","","","TR Card Transaction","a3340ef9-7129-4c56-b179-8f43b712b75b","","","","5411"
"2021-09-23T17:28:15.948433Z","2021-09-23","DEFAULT","CASH","TRANSFER_INBOUND","","","","","","250.000000","","","EUR","","","","Incoming transfer from Max Mustermann (DE02100500000024290661)","629e6e27-92ba-44d4-9611-45a23203abdb","","","",""
"2021-09-24T16:24:58.834883Z","2021-09-24","DEFAULT","CASH","CARD_TRANSACTION","","ALDI SUED","","","","-28.570000","","","EUR","","","","TR Card Transaction","86933a77-4547-482b-bf22-81546fa9e6db","","","","5411"
"2021-09-25T17:32:51.533447Z","2021-09-25","DEFAULT","CASH","CARD_TRANSACTION","","DB Vertrieb GmbH","","","","-10.260000","","","EUR","","","","TR Card Transaction","6052c9c1-fadc-4b2c-8c26-7bd9716b8fa5","","","","4112"
"2021-09-27T12:42:40.811159Z","2021-09-27","DEFAULT","CASH","TRANSFER_INBOUND","","","","","","100.000000","","","EUR","","","","Incoming transfer from Max Mustermann (DE02100500000024290661)","5ad66532-d7d7-4e8d-bb52-9c009147f983","","","",""
"2021-09-30T08:04:03.186638Z","2021-09-30","DEFAULT","TRADING","BUY","CRYPTO","Bitcoin","BTC","0.0019800000","25251.2707","-50.00","-1.00","","EUR","","","","Buy trade XF000BTC0017 Bitcoin, quantity: 0.001980","46430986-8f64-4028-8f3f-07205dea7d6d","","","",""
"2021-10-01T06:41:46.648386Z","2021-10-01","DEFAULT","CASH","CARD_TRANSACTION","","Spotify","","","","-10.990000","","","EUR","","","","TR Card Transaction","399677e7-475f-409a-bec2-f54a300c70c7","","","","5815"
"2021-10-01T07:44:54.076115Z","2021-10-01","DEFAULT","CASH","CARD_TRANSACTION","","Lidl sagt Danke","","","","-27.190000","","","EUR","","","","TR Card Transaction","84c6404e-e8d9-4f69-9f04-a805008601e6","","","","5411"
"2021-10-01T19:24:28.660830Z","2021-10-01","DEFAULT","CASH","CUSTOMER_INPAYMENT","","","","","","400.000000","","","EUR","","","","Direct Debit Top up with DE89370400440532013000","5e24e9ec-68d3-4671-b1af-e9a08b516d5a","","","",""
"2021-10-02T15:48:59.458936Z","2021-10-02","DEFAULT","CASH","CARD_TRANSACTION","","DB Vertrieb GmbH","","","","-39.930000","","","EUR","","","","TR Card Transaction","1451e968-5a09-4629-a70b-ee837e0e015c","","","","4112"
"2021-10-04T08:19:13.784645Z","2021-10-04","DEFAULT","TRADING","BUY","CRYPTO","Bitcoin","BTC","0.0010660000","23450.1002","-25.00","","","EUR","","","","Savings plan execution XF000BTC0017 Bitcoin, quantity: 0.001066","08f07d70-424f-4a27-8387-b0cae5ed609f","","","",""
"2021-10-04T10:07:02.005274Z","2021-10-04","DEFAULT","TRADING","BUY","STOCK","Apple","US0378331005","0.4828230000","51.7788","-25.00","","","EUR","","","","Savings plan execution US0378331005 APPLE INC., quantity: 0.482823","9e850956-795d-43c9-8a38-e23a74c119b0","","","",""
"2021-10-04T10:10:11.231512Z","2021-10-04","DEFAULT","CASH","CARD_TRANSACTION","","MCDONALDS 01271","","","","-9.130000","","","EUR","","","","TR Card Transaction","dcc1c65c-bad4-4541-86e3-5a6f9df91d98","","","","5814"
"2021-10-04T15:40:09.312534Z","2021-10-04","DEFAULT","TRADING","BUY","FUND","Core MSCI World USD (Acc)","IE00B4L5Y983","2.4721660000","40.4504","-100.00","","","EUR","","","","Savings plan execution IE00B4L5Y983 iShares III plc - iShares Core MSCI World UCITS ETF USD (Acc), quantity: 2.472166","a584ca46-d4dc-4bdc-954c-3f12915d8c4f","","","",""
"2021-10-04T17:00:35.917259Z","2021-10-04","DEFAULT","TRADING","BUY","FUND","FTSE All-World USD (Dist)","IE00B3RBWM25","0.7148640000","69.9434","-50.00","","","EUR","","","","Savings plan execution IE00B3RBWM25 Vanguard FTSE All-World UCITS ETF (USD) Distributing, quantity: 0.714864","c6aa6134-2ae1-457f-92e6-804038082a6a","","","",""
"2021-10-04T18:34:35.992979Z","2021-10-04","DEFAULT","TRADING","BUY","STOCK","Microsoft","US5949181045","0.1056310000","236.6728","-25.00","","","EUR","","","","Savings plan execution US5949181045 MICROSOFT  DL-,00000625, quantity: 0.105631","cc3d052d-94ae-449b-9355-2d5144905c8c","","","",""
"2021-10-10T17:51:20.449112Z","2021-10-10","DEFAULT","CASH","CARD_TRANSACTION","","DM-Drogerie Markt","","","","-17.840000","","","EUR","","","","TR Card Transaction","dc95f49f-be44-42c3-bc0b-5cbdba3f5eb3","","","","5912"
"2021-10-12T15:31:35.114119Z","2021-10-12","DEFAULT","CASH","CARD_TRANSACTION","","Shell Tankstelle","","","","-44.350000","","","EUR","","","","TR Card Transaction","54a0f027-3fad-4bc1-8794-6e146b656407","","","","5541"
"2021-10-14T06:52:37.607021Z","2021-10-14","DEFAULT","CASH","CARD_TRANSACTION","","REWE Darmstadt","","","","-38.680000","","","EUR","","","","TR Card Transaction","4428b2ff-d466-4dc5-b970-da3df9425f07","","","","5411"
"2021-10-14T12:58:02.578388Z","2021-10-14","DEFAULT","CASH","CARD_TRANSACTION","","Spotify","","","","-10.990000","","","EUR","","","","TR Card Transaction","52090306-577a-46fa-bfa5-111baec0c165","","","","5815"
"2021-10-15T10:47:46.506990Z","2021-10-15","DEFAULT","CASH","CARD_TRANSACTION","","Shell Tankstelle","","","","-36.370000","","","EUR","","","","TR Card Transaction","08d04447-c99c-4924-ac4c-4b7e9d3a3b73","","","","5541"
"2021-10-15T11:48:32.147189Z","2021-10-15","DEFAULT","CASH","CARD_TRANSACTION","","Starbucks Darmstadt","","","","-8.240000","","","EUR","","","","TR Card Transaction","d6ba8b9e-1900-40b7-89d0-ee89167d44f0","","","","5814"
"2021-10-15T15:08:29.525465Z","2021-10-15","DEFAULT","CASH","DIVIDEND","STOCK","NVIDIA","US67066G1040","26.8001220000","","0.230000","","-0.06","EUR","0.28","USD","0.838947","Cash Dividend for ISIN US67066G1040","8e5d9175-25bc-4ca9-94b4-ddc20aac3f10","","","",""
"2021-10-15T18:23:32.011106Z","2021-10-15","DEFAULT","CASH","DIVIDEND","STOCK","Coca-Cola","US1912161007","1.0500010000","","0.450000","","-0.12","EUR","0.53","USD","0.841305","Cash Dividend for ISIN US1912161007","1bcc7c1a-fcaa-466e-8d1d-9bca4c4d12c8","","","",""
"2021-10-20T17:37:41.941858Z","2021-10-20","DEFAULT","CASH","CARD_TRANSACTION","","Spotify","","","","-10.990000","","","EUR","","","","TR Card Transaction","555dd4ad-615d-4dad-a658-5ca837b4aac2","","","","5815"
"2021-10-27T07:57:36.153999Z","2021-10-27","DEFAULT","TRADING","BUY","STOCK","Tesla","US88160R1014","2.8067020000","35.6290","-100.00","-1.00","","EUR","","","","Buy trade US88160R1014 TESLA INC. DL -,001, quantity: 2.806702","3ce9b3f8-2a52-457c-a0e0-525d2e0f28dc","","","",""
"2021-10-27T18:38:36.668595Z","2021-10-27","DEFAULT","CASH","CARD_TRANSACTION","","Pizzeria Da Mario","","","","-33.220000","","","EUR","","","","TR Card Transaction","ed2bec06-4663-4cd4-ac7b-c779b02c8ef3","","","","5812"
"2021-10-30T14:10:46.718894Z","2021-10-30","DEFAULT","CASH","CARD_TRANSACTION","","Rossmann","","","","-16.330000","","","EUR","","","","TR Card Transaction","c1a1c4bf-bfd8-4d79-8d6f-ccabb513f5f4","","","","5912"
"2021-11-01T09:05:30.691423Z","2021-11-01","DEFAULT","CASH","CARD_TRANSACTION","","ALDI SUED","","","","-35.600000","","","EUR","","","","TR Card Transaction","89c8d082-89bd-4627-8ca6-f14eda81634e","","","","5411"
"2021-11-01T19:52:09.634924Z","2021-11-01","DEFAULT","CASH","CUSTOMER_INPAYMENT","","","","","","300.000000","","","EUR","","","","Direct Debit Top up with DE89370400440532013000","9f40a815-af8d-4ede-a269-56b0b21b592f","","","",""
"2021-11-02T07:44:33.449793Z","2021-11-02","DEFAULT","TRADING","BUY","FUND","FTSE All-World USD (Dist)","IE00B3RBWM25","0.6833400000","73.1700","-50.00","","","EUR","","","","Savings plan execution IE00B3RBWM25 Vanguard FTSE All-World UCITS ETF (USD) Distributing, quantity: 0.683340","ad4cb62c-24de-4f41-9df6-bf4091a38a1b","","","",""
"2021-11-02T09:27:08.266881Z","2021-11-02","DEFAULT","TRADING","BUY","CRYPTO","Bitcoin","BTC","0.0008560000","29208.3712","-25.00","","","EUR","","","","Savings plan execution XF000BTC0017 Bitcoin, quantity: 0.000856","3329898e-5815-4456-ba77-33d1854ac7b8","","","",""
"2021-11-02T13:51:30.827909Z","2021-11-02","DEFAULT","TRADING","BUY","STOCK","Apple","US0378331005","0.4805270000","52.0263","-25.00","","","EUR","","","","Savings plan execution US0378331005 APPLE INC., quantity: 0.480527","b7d207d0-d39b-47c9-b62f-a96c6d547556","","","",""
"2021-11-02T18:22:37.843706Z","2021-11-02","DEFAULT","TRADING","BUY","STOCK","Microsoft","US5949181045","0.0883050000","283.1104","-25.00","","","EUR","","","","Savings plan execution US5949181045 MICROSOFT  DL-,00000625, quantity: 0.088305","6b79149e-25b8-4494-b445-a9a75c554c07","","","",""
"2021-11-02T19:33:26.388368Z","2021-11-02","DEFAULT","TRADING","BUY","FUND","Core MSCI World USD (Acc)","IE00B4L5Y983","2.4237290000","41.2587","-100.00","","","EUR","","","","Savings plan execution IE00B4L5Y983 iShares III plc - iShares Core MSCI World UCITS ETF USD (Acc), quantity: 2.423729","64d95370-df08-4766-a79f-6b4b9e408a84","","","",""
"2021-11-04T16:26:23.111760Z","2021-11-04","DEFAULT","TRADING","SELL","FUND","Core MSCI World USD (Acc)","IE00B4L5Y983","-16.8711420000","41.7305","704.04","-1.00","-11.62","EUR","","","","Sell trade IE00B4L5Y983 iShares III plc - iShares Core MSCI World UCITS ETF USD (Acc), quantity: 16.871142","eda4652e-a995-484a-8957-b01514dd508e","","","",""
"2021-11-11T06:51:05.863245Z","2021-11-11","DEFAULT","CASH","CARD_TRANSACTION","","Rossmann","","","","-10.950000","","","EUR","","","","TR Card Transaction","e3ee8d9a-35f4-414a-9b9e-98066d944908","","","","5912"
"2021-11-12T08:38:02.759687Z","2021-11-12","DEFAULT","TRADING","BUY","STOCK","SAP","DE0007164600","1.2180680000","123.1458","-150.00","-1.00","","EUR","","","","Buy trade DE0007164600 SAP SE O.N., quantity: 1.218068","51aa9c11-c40e-4557-829c-c7999777f237","","","",""
"2021-11-15T08:17:49.418836Z","2021-11-15","DEFAULT","CASH","CUSTOMER_INPAYMENT_REVERSAL","","","","","","-300.000000","","","EUR","","","","Direct Debit Chargeback with DE89370400440532013000","ea768d7e-a0b9-466e-821a-d867de4c8da1","","","",""
"2021-11-15T13:39:10.706765Z","2021-11-15","DEFAULT","CASH","CARD_TRANSACTION","","Kino Darmstadt","","","","-11.580000","","","EUR","","","","TR Card Transaction","c7297975-cef1-4631-8f04-7744e35bfb6b","","","","7832"
"2021-11-15T15:12:02.822041Z","2021-11-15","DEFAULT","CASH","DIVIDEND","STOCK","Apple","US0378331005","9.2224650000","","1.990000","","-0.52","EUR","2.35","USD","0.846390","Cash Dividend for ISIN US0378331005","6c95de84-4ced-445f-9d9d-77697494388b","","","",""
"2021-11-16T06:47:45.071950Z","2021-11-16","DEFAULT","CASH","CARD_TRANSACTION","","MediaMarkt","","","","-52.060000","","","EUR","","","","TR Card Transaction","ca09f657-f2d5-4e45-821f-8ad6cd27abf1","","","","5732"
"2021-11-17T14:14:38.203974Z","2021-11-17","DEFAULT","CASH","CARD_TRANSACTION","","Amazon.de","","","","-77.360000","","","EUR","","","","TR Card Transaction","4a884eab-6a63-4607-95b7-dffd28e1c549","","","","5942"
"2021-11-20T18:36:30.807369Z","2021-11-20","DEFAULT","CASH","CARD_TRANSACTION","","Pizzeria Da Mario","","","","-27.970000","","","EUR","","","","TR Card Transaction","3cb014b8-59f0-4ac5-9447-4746ba8b15b4","","","","5812"
"2021-11-21T06:30:07.270343Z","2021-11-21","DEFAULT","CASH","CARD_TRANSACTION","","Shell Tankstelle","","","","-65.860000","","","EUR","","","","TR Card Transaction","08bd4e31-19c2-4e0c-9f85-c1fba7a29103","","","","5541"
"2021-11-22T17:33:34.010195Z","2021-11-22","DEFAULT","CASH","CARD_TRANSACTION","","HEAG mobilo GmbH","","","","-4.660000","","","EUR","","","","TR Card Transaction","d9008dc7-9ad7-44f9-b848-5c66154d4a61","","","","4111"
"2021-11-24T12:31:47.209365Z","2021-11-24","DEFAULT","CASH","CARD_TRANSACTION","","MediaMarkt","","","","-64.780000","","","EUR","","","","TR Card Transaction","49cd2a1a-e3b5-4a68-bfff-3e63b36d8bdd","","","","5732"
"2021-11-26T07:54:30.389227Z","2021-11-26","DEFAULT","CASH","TRANSFER_INSTANT_INBOUND","","","","","","100.000000","","","EUR","","","","Incoming transfer from Max Mustermann","50426e20-579c-43d3-965a-e0411f389b72","","","",""
"2021-11-26T14:25:14.786609Z","2021-11-26","DEFAULT","CASH","CARD_TRANSACTION","","MediaMarkt","","","","-175.720000","","","EUR","","","","TR Card Transaction","f43eaebc-4c10-4fa5-a89a-05fa889fc908","","","","5732"
"2021-11-26T16:31:57.923782Z","2021-11-26","DEFAULT","CASH","CARD_TRANSACTION","","Zalando SE","","","","-62.970000","","","EUR","","","","TR Card Transaction","c3cb7430-09ca-423d-9d81-5e756298e426","","","","5691"
"2021-11-26T21:11:48.960502Z","2021-11-26","DEFAULT","CASH","TRANSFER_INSTANT_INBOUND","","","","","","200.000000","","","EUR","","","","Incoming transfer from Max Mustermann","df333be6-3d2f-47f2-b806-c7d077363d15","","","",""
